logtime,scenario_time,type,module,address,value
1.702535,0,scenario_path,,,includes\scenarios\vocalexplanation.txt
1.703379,0,seed_value,communications_vocal,,
1.703421,0,seed_output,communications_vocal,,BGX029
1.703544,0,seed_value,communications_vocal,,
1.703562,0,seed_output,communications_vocal,,YMU763
1.703675,0,seed_value,communications_vocal,,
1.70369,0,seed_output,communications_vocal,,MCS326
1.703789,0,seed_value,communications_vocal,,
1.703804,0,seed_output,communications_vocal,,ACJ323
1.703897,0,seed_value,communications_vocal,,
1.703911,0,seed_output,communications_vocal,,QVV932
1.704006,0,seed_value,communications_vocal,,
1.704021,0,seed_output,communications_vocal,,IQY309
1.704122,0,seed_value,communications_vocal,,
1.704137,0,seed_output,communications_vocal,,MAV620
1.704236,0,seed_value,communications_vocal,,
1.70425,0,seed_output,communications_vocal,,MTB904
1.704286,0,seed_value,communications_vocal,,
1.704299,0,seed_output,communications_vocal,,109.53638
1.704325,0,seed_value,communications_vocal,,
1.704336,0,seed_output,communications_vocal,,117.983128
1.70436,0,seed_value,communications_vocal,,
1.704372,0,seed_output,communications_vocal,,109.32267
1.704394,0,seed_value,communications_vocal,,
1.704405,0,seed_output,communications_vocal,,109.945966
2.967687,0,dialog,,,OpenMATB end
2.981099,0.017067,aoi,sysmon,vocal_foreground,"(768, 486.0, 1824, 0.0)"
2.981214,0.017067,aoi,sysmon,vocal_overdue,"(768, 486.0, 1824, 0.0)"
3.00151,0.017067,aoi,sysmon,vocal_task_title,"(768, 540.0, 1824, 486.0)"
3.001888,0.017067,aoi,sysmon,vocal_automode,"(1216.8, 52.650000000000006, 1375.2, 25.650000000000002)"
3.004527,0.017067,aoi,sysmon,vocal_scale1,"(847.2, 315.9, 952.8000000000001, 72.89999999999999)"
3.006553,0.017067,aoi,sysmon,vocal_scale2,"(1111.2, 315.9, 1216.8, 72.89999999999999)"
3.008518,0.017067,aoi,sysmon,vocal_scale3,"(1375.2, 315.9, 1480.8, 72.89999999999999)"
3.010693,0.017067,aoi,sysmon,vocal_scale4,"(1639.2, 315.9, 1744.8, 72.89999999999999)"
